Branch,Card_Number,Prize
Tulkarm,TM236,هدية فورية
Tulkarm,TM238,خصم الأصحاب
Tulkarm,TM239,خصم 8%
Tulkarm,TM240,دورة مهارات الحاسوب
Tulkarm,TM241,خصم 8%
Tulkarm,TM242,خصم الأصحاب
Tulkarm,TM243,خصم 8%
Tulkarm,TM244,جلسة تصوير
Tulkarm,TM245,هدية فورية
Tulkarm,TM248,خصم 8%
Tulkarm,TM249,خصم الأصحاب
Tulkarm,TM250,جلسة تصوير
Tulkarm,TM251,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM252,خصم 8%
Tulkarm,TM253,خصم 8%
Tulkarm,TM254,خصم الأصحاب
Tulkarm,TM255,خصم 8%
Tulkarm,TM256,خصم 5%
Tulkarm,TM257,سحب على الجائزة الكبرى
Tulkarm,TM258,خصم 5%
Tulkarm,TM260,هدية فورية
Tulkarm,TM261,خصم الأصحاب
Tulkarm,TM262,خصم 8%
Tulkarm,TM263,خصم 8%
Tulkarm,TM264,خصم الأصحاب
Tulkarm,TM265,خصم 5%
Tulkarm,TM269,خصم 8%
Tulkarm,TM270,جلسة تصوير
Tulkarm,TM271,2 بسعر 1 للدورات القصيرة
Tulkarm,TM272,دورة لغة انجليزية
Tulkarm,TM273,هدية فورية
Tulkarm,TM274,خصم الأصحاب
Tulkarm,TM275,2 بسعر 1 للدورات القصيرة
Tulkarm,TM277,2 بسعر 1 للدورات القصيرة
Tulkarm,TM278,جلسة تصوير
Tulkarm,TM279,2 بسعر 1 للدورات القصيرة
Tulkarm,TM280,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM281,جلسة تصوير
Tulkarm,TM282,خدمة تجميل
Tulkarm,TM283,خصم الأصحاب
Tulkarm,TM284,خدمة تجميل
Tulkarm,TM285,هدية فورية
Tulkarm,TM287,خصم المسجلين المبكرين 10%
Tulkarm,TM288,خصم الأصحاب
Tulkarm,TM289,دورة مهارات الحاسوب
Tulkarm,TM290,خصم المسجلين المبكرين 10%
Tulkarm,TM291,خصم 5%
Tulkarm,TM292,خصم 8%
Tulkarm,TM294,خصم 5%
Tulkarm,TM295,هدية فورية
Tulkarm,TM296,دورة لغة انجليزية
Tulkarm,TM297,خصم 5%
Tulkarm,TM298,خصم الأصحاب
Tulkarm,TM299,خصم الأصحاب
Tulkarm,TM300,خصم 5%
Tulkarm,TM301,خدمة تجميل
Tulkarm,TM302,سحب على الجائزة الكبرى
Tulkarm,TM303,2 بسعر 1 للدورات القصيرة
Tulkarm,TM304,هدية فورية
Tulkarm,TM305,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM306,خصم الأصحاب
Tulkarm,TM307,2 بسعر 1 للدورات القصيرة
Tulkarm,TM308,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM309,خصم 5%
Tulkarm,TM310,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM311,سحب على الجائزة الكبرى
Tulkarm,TM312,دورة لغة انجليزية
Tulkarm,TM313,خصم 5%
Tulkarm,TM314,2 بسعر 1 للدورات القصيرة
Tulkarm,TM315,دورة مهارات الحاسوب
Tulkarm,TM316,خصم 8%
Tulkarm,TM317,خصم المسجلين المبكرين 10%
Tulkarm,TM318,خدمة تجميل
Tulkarm,TM319,دورة لغة انجليزية
Tulkarm,TM320,خصم المسجلين المبكرين 10%
Tulkarm,TM321,خصم 5%
Tulkarm,TM323,خصم 8%
Tulkarm,TM324,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM325,هدية فورية
Tulkarm,TM326,خصم الأصحاب
Tulkarm,TM327,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM328,2 بسعر 1 للدورات القصيرة
Tulkarm,TM329,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM330,خدمة تجميل
Tulkarm,TM331,خدمة تجميل
Tulkarm,TM332,خصم المسجلين المبكرين 10%
Tulkarm,TM333,خصم 8%
Tulkarm,TM334,خصم الأصحاب
Tulkarm,TM335,خصم المسجلين المبكرين 10%
Tulkarm,TM336,دورة لغة انجليزية
Tulkarm,TM337,2 بسعر 1 للدورات القصيرة
Tulkarm,TM338,خصم الأصحاب
Tulkarm,TM339,خصم الأصحاب
Tulkarm,TM340,خصم الأصحاب
Tulkarm,TM341,خصم الأصحاب
Tulkarm,TM342,خصم الأصحاب
Tulkarm,TM344,دورة مهارات الحاسوب
Tulkarm,TM345,خدمة تجميل
Tulkarm,TM346,خصم الأصحاب
Tulkarm,TM347,سحب على الجائزة الكبرى
Tulkarm,TM348,سحب على الجائزة الكبرى
Tulkarm,TM349,جلسة تصوير
Tulkarm,TM350,خصم المسجلين المبكرين 10%
Tulkarm,TM352,خصم المسجلين المبكرين 10%
Tulkarm,TM353,سحب على الجائزة الكبرى
Tulkarm,TM354,2 بسعر 1 للدورات القصيرة
Tulkarm,TM355,خصم 5%
Tulkarm,TM356,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM358,خصم المسجلين المبكرين 10%
Tulkarm,TM359,هدية فورية
Tulkarm,TM360,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM361,سحب على الجائزة الكبرى
Tulkarm,TM362,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM363,هدية فورية
Tulkarm,TM365,خصم 5%
Tulkarm,TM366,هدية فورية
Tulkarm,TM367,خدمة تجميل
Tulkarm,TM368,خصم 5%
Tulkarm,TM369,2 بسعر 1 للدورات القصيرة
Tulkarm,TM370,خصم الأصحاب
Tulkarm,TM371,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM372,خصم المسجلين المبكرين 10%
Tulkarm,TM373,خصم 5%
Tulkarm,TM374,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM375,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM376,خصم المسجلين المبكرين 10%
Tulkarm,TM378,خصم 5%
Tulkarm,TM379,خصم 5%
Tulkarm,TM380,هدية فورية
Tulkarm,TM382,خصم الأصحاب
Tulkarm,TM383,خصم المسجلين المبكرين 10%
Tulkarm,TM384,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM385,دورة لغة انجليزية
Tulkarm,TM386,خصم 5%
Tulkarm,TM387,هدية فورية
Tulkarm,TM388,خصم المسجلين المبكرين 10%
Tulkarm,TM389,خصم 8%
Tulkarm,TM390,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM391,خصم المسجلين المبكرين 10%
Tulkarm,TM392,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM393,خصم 5%
Tulkarm,TM394,خصم الأصحاب
Tulkarm,TM396,خصم 8%
Tulkarm,TM397,دورة مهارات الحاسوب
Tulkarm,TM398,خصم المسجلين المبكرين 10%
Tulkarm,TM399,دورة مهارات الحاسوب
Tulkarm,TM400,سحب على الجائزة الكبرى
Tulkarm,TM401,دورة مهارات الحاسوب
Tulkarm,TM402,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM403,خصم المسجلين المبكرين 10%
Tulkarm,TM404,سحب على الجائزة الكبرى
Tulkarm,TM405,2 بسعر 1 للدورات القصيرة
Tulkarm,TM406,خصم 8%
Tulkarm,TM407,دورة لغة انجليزية
Tulkarm,TM408,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM409,خصم 8%
Tulkarm,TM410,خصم 8%
Tulkarm,TM411,خصم الأصحاب
Tulkarm,TM412,خدمة تجميل
Tulkarm,TM413,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM414,2 بسعر 1 للدورات القصيرة
Tulkarm,TM415,خصم 5%
Tulkarm,TM416,خصم 5%
Tulkarm,TM417,خصم المسجلين المبكرين 10%
Tulkarm,TM418,خصم الأصحاب
Tulkarm,TM419,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM420,2 بسعر 1 للدورات القصيرة
Tulkarm,TM421,خصم 5%
Tulkarm,TM422,2 بسعر 1 للدورات القصيرة
Tulkarm,TM423,خصم المسجلين المبكرين 10%
Tulkarm,TM424,خصم المسجلين المبكرين 10%
Tulkarm,TM425,دورة مهارات الحاسوب
Tulkarm,TM426,خصم المسجلين المبكرين 10%
Tulkarm,TM430,جلسة تصوير
Tulkarm,TM431,2 بسعر 1 للدورات القصيرة
Tulkarm,TM432,سحب على الجائزة الكبرى
Tulkarm,TM433,خصم الأصحاب
Tulkarm,TM434,خصم المسجلين المبكرين 10%
Tulkarm,TM435,خصم الأصحاب
Tulkarm,TM436,سحب على الجائزة الكبرى
Tulkarm,TM437,خصم المسجلين المبكرين 10%
Tulkarm,TM438,خدمة تجميل
Tulkarm,TM439,خصم المسجلين المبكرين 10%
Tulkarm,TM440,2 بسعر 1 للدورات القصيرة
Tulkarm,TM441,خصم 8%
Tulkarm,TM442,دورة لغة انجليزية
Tulkarm,TM443,خصم 5%
Tulkarm,TM444,هدية فورية
Tulkarm,TM445,دورة لغة انجليزية
Tulkarm,TM446,خصم 8%
Tulkarm,TM447,خصم المسجلين المبكرين 10%
Tulkarm,TM449,خصم 5%
Tulkarm,TM452,خصم 5%
Tulkarm,TM453,دورة لغة انجليزية
Tulkarm,TM454,خصم المسجلين المبكرين 10%
Tulkarm,TM455,خصم 8%
Tulkarm,TM456,دورة مهارات الحاسوب
Tulkarm,TM457,2 بسعر 1 للدورات القصيرة
Tulkarm,TM458,دورة مهارات الحاسوب
Tulkarm,TM459,دورة مهارات الحاسوب
Tulkarm,TM461,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM463,دورة لغة انجليزية
Tulkarm,TM464,خصم المسجلين المبكرين 10%
Tulkarm,TM465,خصم 5%
Tulkarm,TM466,2 بسعر 1 للدورات القصيرة
Tulkarm,TM467,سحب على الجائزة الكبرى
Tulkarm,TM468,خدمة تجميل
Tulkarm,TM469,خصم المسجلين المبكرين 10%
Tulkarm,TM470,خصم 8%
Tulkarm,TM471,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM472,2 بسعر 1 للدورات القصيرة
Tulkarm,TM473,دورة لغة انجليزية
Tulkarm,TM474,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM476,خصم 5%
Tulkarm,TM477,خصم 8%
Tulkarm,TM478,خصم 8%
Tulkarm,TM479,خصم 5%
Tulkarm,TM480,سحب على الجائزة الكبرى
Tulkarm,TM481,خصم 8%
Tulkarm,TM482,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM483,خصم المسجلين المبكرين 10%
Tulkarm,TM484,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM485,خصم 8%
Tulkarm,TM486,جلسة تصوير
Tulkarm,TM487,خصم 5%
Tulkarm,TM488,2 بسعر 1 للدورات القصيرة
Tulkarm,TM489,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM490,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM491,خصم المسجلين المبكرين 10%
Tulkarm,TM492,جلسة تصوير
Tulkarm,TM493,خصم الأصحاب
Tulkarm,TM494,خصم المسجلين المبكرين 10%
Tulkarm,TM495,خصم 8%
Tulkarm,TM496,2 بسعر 1 للدورات القصيرة
Tulkarm,TM497,خصم المسجلين المبكرين 10%
Tulkarm,TM498,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM499,خصم 5%
Tulkarm,TM501,سحب على الجائزة الكبرى
Tulkarm,TM502,هدية فورية
Tulkarm,TM503,خصم الأصحاب
Tulkarm,TM505,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM506,2 بسعر 1 للدورات القصيرة
Tulkarm,TM507,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM508,2 بسعر 1 للدورات القصيرة
Tulkarm,TM509,خصم 8%
Tulkarm,TM510,خصم 8%
Tulkarm,TM511,خصم الأصحاب
Tulkarm,TM513,خدمة تجميل
Tulkarm,TM514,دورة لغة انجليزية
Tulkarm,TM515,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM516,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM517,2 بسعر 1 للدورات القصيرة
Tulkarm,TM518,خصم 5%
Tulkarm,TM519,خدمة تجميل
Tulkarm,TM520,سحب على الجائزة الكبرى
Tulkarm,TM521,2 بسعر 1 للدورات القصيرة
Tulkarm,TM522,دورة لغة انجليزية
Tulkarm,TM523,دورة لغة انجليزية
Tulkarm,TM524,خصم 8%
Tulkarm,TM527,2 بسعر 1 للدورات القصيرة
Tulkarm,TM528,دورة مهارات الحاسوب
Tulkarm,TM529,دورة مهارات الحاسوب
Tulkarm,TM530,خصم المسجلين المبكرين 10%
Tulkarm,TM531,خدمة تجميل
Tulkarm,TM532,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM533,هدية فورية
Tulkarm,TM535,خصم الأصحاب
Tulkarm,TM536,هدية فورية
Tulkarm,TM538,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM539,خصم المسجلين المبكرين 10%
Tulkarm,TM540,دورة مهارات الحاسوب
Tulkarm,TM542,دورة لغة انجليزية
Tulkarm,TM543,خصم 8%
Tulkarm,TM544,سحب على الجائزة الكبرى
Tulkarm,TM546,سحب على الجائزة الكبرى
Tulkarm,TM548,جلسة تصوير
Tulkarm,TM549,خصم الأصحاب
Tulkarm,TM550,2 بسعر 1 للدورات القصيرة
Tulkarm,TM551,خصم الأصحاب
Tulkarm,TM552,2 بسعر 1 للدورات القصيرة
Tulkarm,TM553,هدية فورية
Tulkarm,TM555,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM556,2 بسعر 1 للدورات القصيرة
Tulkarm,TM557,جلسة تصوير
Tulkarm,TM558,خصم 5%
Tulkarm,TM559,خصم 5%
Tulkarm,TM561,دورة لغة انجليزية
Tulkarm,TM562,خصم 5%
Tulkarm,TM563,هدية فورية
Tulkarm,TM564,هدية فورية
Tulkarm,TM565,خصم 8%
Tulkarm,TM566,خصم الأصحاب
Tulkarm,TM567,خدمة تجميل
Tulkarm,TM568,خصم 8%
Tulkarm,TM569,خصم 8%
Tulkarm,TM571,جلسة تصوير
Tulkarm,TM572,خصم 5%
Tulkarm,TM573,خصم 8%
Tulkarm,TM574,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM575,خصم المسجلين المبكرين 10%
Tulkarm,TM576,خصم المسجلين المبكرين 10%
Tulkarm,TM578,خصم 5%
Tulkarm,TM579,هدية فورية
Tulkarm,TM580,جلسة تصوير
Tulkarm,TM581,خصم الأصحاب
Tulkarm,TM582,سحب على الجائزة الكبرى
Tulkarm,TM583,خصم الأصحاب
Tulkarm,TM584,خصم المسجلين المبكرين 10%
Tulkarm,TM585,2 بسعر 1 للدورات القصيرة
Tulkarm,TM587,خصم 8%
Tulkarm,TM589,خصم المسجلين المبكرين 10%
Tulkarm,TM590,سحب على الجائزة الكبرى
Tulkarm,TM591,2 بسعر 1 للدورات القصيرة
Tulkarm,TM592,خصم 5%
Tulkarm,TM593,خصم 5%
Tulkarm,TM594,جلسة تصوير
Tulkarm,TM595,دورة مهارات الحاسوب
Tulkarm,TM596,خصم الأصحاب
Tulkarm,TM597,خصم 8%
Tulkarm,TM598,خصم 5%
Tulkarm,TM599,خصم 5%
Tulkarm,TM600,خصم 5%
Tulkarm,TM601,دورة مهارات الحاسوب
Tulkarm,TM603,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM604,دورة لغة انجليزية
Tulkarm,TM605,خصم المسجلين المبكرين 10%
Tulkarm,TM606,سحب على الجائزة الكبرى
Tulkarm,TM607,خصم المسجلين المبكرين 10%
Tulkarm,TM608,دورة مهارات الحاسوب
Tulkarm,TM609,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM610,دورة لغة انجليزية
Tulkarm,TM611,خدمة تجميل
Tulkarm,TM612,خصم 8%
Tulkarm,TM613,خصم المسجلين المبكرين 10%
Tulkarm,TM614,خصم 8%
Tulkarm,TM615,جلسة تصوير
Tulkarm,TM616,خصم 5%
Tulkarm,TM617,خصم 5%
Tulkarm,TM619,خصم المسجلين المبكرين 10%
Tulkarm,TM620,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM621,خصم الأصحاب
Tulkarm,TM622,2 بسعر 1 للدورات القصيرة
Tulkarm,TM623,خصم المسجلين المبكرين 10%
Tulkarm,TM624,جلسة تصوير
Tulkarm,TM625,2 بسعر 1 للدورات القصيرة
Tulkarm,TM626,خصم 8%
Tulkarm,TM627,خصم 5%
Tulkarm,TM628,دورة مهارات الحاسوب
Tulkarm,TM629,خصم الأصحاب
Tulkarm,TM630,سحب على الجائزة الكبرى
Tulkarm,TM631,خصم الأصحاب
Tulkarm,TM632,دورة لغة انجليزية
Tulkarm,TM635,خصم الأصحاب
Tulkarm,TM636,2 بسعر 1 للدورات القصيرة
Tulkarm,TM637,خصم 5%
Tulkarm,TM638,خدمة تجميل
Tulkarm,TM640,هدية فورية
Tulkarm,TM641,2 بسعر 1 للدورات القصيرة
Tulkarm,TM642,هدية فورية
Tulkarm,TM643,2 بسعر 1 للدورات القصيرة
Tulkarm,TM644,2 بسعر 1 للدورات القصيرة
Tulkarm,TM645,خصم الأصحاب
Tulkarm,TM646,خصم الأصحاب
Tulkarm,TM647,دورة مهارات الحاسوب
Tulkarm,TM648,خصم المسجلين المبكرين 10%
Tulkarm,TM649,2 بسعر 1 للدورات القصيرة
Tulkarm,TM650,جلسة تصوير
Tulkarm,TM651,خصم 8%
Tulkarm,TM652,خصم 8%
Tulkarm,TM654,سحب على الجائزة الكبرى
Tulkarm,TM655,جلسة تصوير
Tulkarm,TM656,خصم 5%
Tulkarm,TM657,خصم المسجلين المبكرين 10%
Tulkarm,TM658,خصم 8%
Tulkarm,TM660,2 بسعر 1 للدورات القصيرة
Tulkarm,TM661,خصم الأصحاب
Tulkarm,TM662,دورة لغة انجليزية
Tulkarm,TM663,خصم الأصحاب
Tulkarm,TM664,خصم المسجلين المبكرين 10%
Tulkarm,TM665,خصم المسجلين المبكرين 10%
Tulkarm,TM666,جلسة تصوير
Tulkarm,TM667,خصم الأصحاب
Tulkarm,TM668,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM671,خصم الأصحاب
Tulkarm,TM672,2 بسعر 1 للدورات القصيرة
Tulkarm,TM673,خصم 8%
Tulkarm,TM675,دورة لغة انجليزية
Tulkarm,TM676,2 بسعر 1 للدورات القصيرة
Tulkarm,TM677,خصم 5%
Tulkarm,TM678,خصم 5%
Tulkarm,TM679,خصم المسجلين المبكرين 10%
Tulkarm,TM680,دورة مهارات الحاسوب
Tulkarm,TM681,هدية فورية
Tulkarm,TM682,خصم المسجلين المبكرين 10%
Tulkarm,TM683,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM684,هدية فورية
Tulkarm,TM685,هدية فورية
Tulkarm,TM686,خدمة تجميل
Tulkarm,TM687,خصم 5%
Tulkarm,TM690,سحب على الجائزة الكبرى
Tulkarm,TM691,2 بسعر 1 للدورات القصيرة
Tulkarm,TM692,سحب على الجائزة الكبرى
Tulkarm,TM694,لقاء مجاني لبرنامج من اختيارك
Tulkarm,TM695,خصم 8%
Tulkarm,TM696,دورة مهارات الحاسوب
Tulkarm,TM697,خصم الأصحاب
Tulkarm,TM698,خصم الأصحاب
Tulkarm,TM699,خصم 8%
Tulkarm,TM700,2 بسعر 1 للدورات القصيرة
Tulkarm,TM701,خصم المسجلين المبكرين 10%
